* IconID;Description;Color;IconClass;Nation;Chassis;IconStyle
JK25;Railway Infantry 1917 (x3);olive;Regular Infantry;WW1 USA;;Default
JK250;Legion Etrangere (Elite Infantry x3) - desert;sand;Elite Infantry;WW2 France (Free French);;Default
JK251;Scottish (Lowland) Infantry 1940 (x3) - desert;sand;Regular Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK252;Infantry 1940 (x3) - colonial dress;sand;Regular Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK253;Militia Infantry (x3) - desert;sand;Militia Infantry;WW2 Australia;;Default
JK254;Bridging Infantry - desert (x3);sand;Bridging Infantry;WW2 Australia;;Default
JK255;Bridging Infantry - desert (x3);sand;Bridging Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK256;Royal Marines (Naval Infantry x3) - desert;sand;Naval Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK258;Chasseurs Alpins 1938 (Mountain Infantry x3);olive;Mountain Infantry;WW2 France;;Default
JK259;Troupes de Forteresse (Militia Infantry x3);olive;Militia Infantry;WW2 France;;Default
JK260;Garnison (Militia Infantry x3);olive;Militia Infantry;WW2 France;;Default
JK261;Infanterie 1936 (Infantry x3);olive;Regular Infantry;WW2 France;;Default
JK262;Royal Marines 1940 (Naval Infantry x3);khaki;Naval Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK263;SAS Commandos 1940 (Elite Glider Infantry x3);khaki;Elite Glider Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK264;SAS Commandos 1944 (Elite Glider Infantry x3);khaki;Elite Glider Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK265;SAS Commandos (Elite Glider Infantry x3) - desert;sand;Elite Glider Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK266;Fanteria 1931 (Infantry x3);olive;Regular Infantry;WW2 Italy;;Default
JK267;Cacciatori (2nd Line Mountain Infantry x3);olive;Mountain Infantry;WW2 Italy;;Default
JK268;San Marco Regiment (Naval Infantry x3);olive;Naval Infantry;WW2 Italy;;Default
JK269;Cacciatori Albanese (2nd Line / Light Infantry x3);olive;Regular Infantry;WW2 Italy;;Default
JK27;Military Police 1914 (Militia Infantry x3);;Militia Infantry;WW1 UK (United Kingdom / Great Britain);;Obsolete
JK270;Fanteria 1917 (Infantry x3);olive;Regular Infantry;WW1 Italy;;Default
JK271;Fanteria Seconda Linea 1917 (2nd Line / Light Infantry x3);olive;Regular Infantry;WW1 Italy;;Default
JK272;Genio (Bridging Infantry x3);olive;Bridging Infantry;WW2 Italy;;Default
JK273;Granatieri 1917 (Elite Infantry x3);olive;Elite Infantry;WW1 Italy;;Default
JK274;Guastatori (Assault Engineers x3);olive;Engineer Infantry;WW2 Italy;;Default
JK275;Guastatori (Assault Engineers x3);olive;Engineer Infantry;WW1 Italy;;Default
JK276;Genio (Bridging Infantry x3);olive;Bridging Infantry;WW1 Italy;;Default
JK277;Fanteria 1915 (Infantry x3);olive;Regular Infantry;WW1 Italy;;Default
JK278;Fanteria Seconda Linea 1915 (2nd Line / Light Infantry x3);olive;Regular Infantry;WW1 Italy;;Default
JK279;Granatieri 1915 (Elite Infantry x3);olive;Elite Infantry;WW1 Italy;;Default
JK28;Military Police (Militia Infantry x3);khaki;Militia Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK280;Riservisti (2nd Line / Light Infantry x3);olive;Regular Infantry;WW1 Italy;;Default
JK281;Riservisti (Light / Militia Infantry x3);olive;Militia Infantry;WW2 Italy;;Default
JK282;Carabinieri (Militia Infantry x3);olive;Militia Infantry;WW1 Italy;;Default
JK283;Stati Maggiori (HQ Command Infantry x3) + Radio;olive;HQ Infantry;WW2 Italy;;Default
JK284;Stati Maggiori 1909 (HQ Command Infantry x3) + Flag;olive;HQ Infantry;WW1 Italy;;Default
JK285;Fanteria 1943 (Infantry x3) + LMG;olive;Regular Infantry;WW2 Italy;;Default
JK286;Arditi (Assault Infantry x3);olive;Elite Infantry;WW2 Italy;;Default
JK287;Cavalleria (Cavalry x3);olive;Cavalry;WW2 Italy;Horse;Default
JK288;Cavalleria 1911 (Cavalry x3);olive;Cavalry;WW1 Italy;Horse;Default
JK289;Cavalleggeri 1911 (Light Cavalry x2);olive;Cavalry (chevau-leger);WW1 Italy;Horse;Default
JK29;Long Range Desert Group (LRDG) (Scout / Light Infantry x3);sand;Scout / Light Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK290;Lancieri 1911 (Light Cavalry x2);olive;Cavalry (lancer);WW1 Italy;Horse;Default
JK3;Chasseurs Alpins 1870 (Mountain Infantry x3);;Mountain Infantry;1800 France;;Obsolete
JK30;Chevrolet WB 30 cwt LRDG (mod. PAT21);sand;TPT (4 wheels);WW2 All Nations;Chevrolet WB;Pat
JK311;Chindits (Elite Infantry x3);olive;Elite Infantry;WW2 India;;Default
JK315;Hohei 1931 (Infantry x3);olive;Regular Infantry;WW2 Japan;;Default
JK316;Rikusentai 1940 (Naval Infantry x3);olive/green;Naval Infantry;WW2 Japan Navy;;Default
JK317;Teisintai (Elite Infantry x3) - jungle dress;olive/sand;Elite Infantry;WW2 Japan;;Default
JK318;Fuseikihei 1931 (Militia Infantry x3);olive;Militia Infantry;WW2 Japan;;Default
JK319;Fuseikihei 1931 (Militia Infantry x3) + Helmet;olive;Militia Infantry;WW2 Japan;;Default
JK320;Sento Kouhei 1931 (Assault Engineers x3);olive;Engineer Infantry;WW2 Japan;;Default
JK321;Konoe Shidan 1931 (Elite Infantry x3);olive;Elite Infantry;WW2 Japan;;Default
JK322;Kakku Hohei (Paratrooper Infantry x3);olive;Paratrooper Infantry;WW2 Japan;;Default
JK323;Sangaku Hohei 1931 (Mountain Infantry x3);olive;Mountain Infantry;WW2 Japan;;Default
JK324;Kempeitai (Militia Infantry x3);olive;Militia Infantry;WW2 Japan;;Default
JK325;Boeitai (Militia Infantry x3);olive;Militia Infantry;WW2 Japan;;Default
JK326;Rikusentai 1937 (Naval Infantry x3);blue;Naval Infantry;WW2 Japan Navy;;Default
JK327;Kihei (Cavalry x3);olive;Cavalry;WW2 Japan;Horse;Default
JK328;Motorcyclists (Motorcycle x3);olive;Motorcyclist;WW2 Japan;Moto;Default
JK329;Jitensha-ka (Bicycle x3);olive;Cyclist;WW2 Japan;Bicycle;Default
JK330;Qibing (Cavalry x3);;Cavalry;WW2 Manchukuo;Horse;Obsolete
JK331;Sanbo Honbu (HQ Command Infantry x3) + Radio;olive;HQ Infantry;WW2 Japan;;Default
JK332;Hei Kouhei (Bridging Infantry x3);olive;Bridging Infantry;WW2 Japan;;Default
JK333;Indian National Army (Azad Hind Fauj) Infantry (x3);olive;Regular Infantry;WW2 India Azad Hind;;Default
JK334;Sekkou 1943 (Scout Infantry x2) - jungle dress;olive;Scout Infantry;WW2 Japan;;Default
JK335;Sogekihei (Sniper Infantry x1);green/camo;Sniper Infantry;WW1 / WW2 Japan;;Obsolete
JK336;Kitoku Hohei (Entrenched Infantry x3);olive;Entrenched Infantry;WW2 Japan;;Default
JK337;Mule Pack (x1);;TPT Animal Pack;WW2 Japan;Mule;Juankar
JK338;7.7 mm Type 99 - prone (MG Infantry x1);;MG Infantry;WW2 Japan;;Obsolete
JK339;6.5 mm Type 3 MG Nest (Entrenched MG Infantry x2);olive;Entrenched MG Infantry;WW2 Japan;;Default
JK340;6.5 mm Type 3 (MG Infantry x2);olive;MG Infantry;WW2 Japan;;Default
JK341;Type 97 90 mm Mortar + Crew (x2);olive;Mortar Infantry;WW2 Japan;;Default
JK342;Type 2 120 mm Mortar + Crew (x2);olive;Mortar Infantry;WW2 Japan;;Default
JK343;Hohei 1931 (Infantry x3);olive/brown;Regular Infantry;WW2 Manchukuo;;Obsolete
JK344;Minbing (Militia Infantry x3);olive/brown;Militia Infantry;WW2 Manchukuo;;Obsolete
JK345;Marines 1944 (Naval Infantry x3);brown/camo;Naval Infantry;WW2 USA Marine (USMC);;Default
JK346;Rangers 1942 (Light Infantry x3);olive;Regular Infantry;WW2 USA;;Default
JK347;Paratrooper Infantry (x3);olive;Paratrooper Infantry;WW2 USA;;Default
JK348;Paratrooper Assault Engineers (x3);olive;Paratrooper Engineer Infantry;WW2 USA;;Default
JK349;Paratrooper AT Infantry (x3) + M1A1 Bazooka;olive;Paratrooper AT Infantry;WW2 USA;;Default
JK350;M1 3 inch (81 mm) Mortar + Paratrooper Crew (x2);olive;Paratrooper Mortar Infantry;WW2 USA;;Default
JK351;M4A3 Sherman IV - unbuttoned (mod. PT331);brown;Tank;WW2 USA;M3/M4 Medium Tank;Default
JK352;Spaher 1941 (Scout Infantry x2);brown/grey;Scout Infantry;WW2 Germany Waffen SS;;Default
JK353;General (HQ Command Infantry x1);olive;HQ Infantry;WW2 USA;;Obsolete
JK354;Scout Infantry 1942 (x2);olive;Scout Infantry;WW2 USA Army;;Default
JK357;Schutzen / Lovesz (Infantry x3);light blue;Regular Infantry;WW1 Austria-Hungary;;Obsolete
JK361;Konoe Shidan 1900 (Elite Infantry x3);blue/white;Elite Infantry;WW1 Japan;;Default
JK362;Sento Kouhei 1914 (Assault Engineers x3);olive/white;Engineer Infantry;WW1 Japan;;Default
JK363;Rikusentai 1900 (Naval Infantry x3);blue/white;Naval Infantry;WW1 Japan;;Default
JK364;Kihei 1900 (Cavalry x3);blue/red;Cavalry;WW1 Japan;Horse;Default
JK365;Kihei 1914 (Cavalry x3);olive;Cavalry;WW1 Japan;Horse;Default
JK366;Hohei 1914 (Infantry x3);olive/white;Regular Infantry;WW1 Japan;;Default
JK367;Kihei Teisatsu 1900 (Scout Cavalry x1);blue/red;Cavalry (scout);WW1 Japan;Horse;Default
JK368;Kihei Teisatsu 1914 (Scout Cavalry x1);olive;Cavalry (scout);WW1 Japan;Horse;Default
JK369;Kitoku Hohei 1914 (Entrenched Infantry x3);olive;Entrenched Infantry;WW1 Japan;;Default
JK374;Carabiniers-Cyclistes 1900 (Bicycle x3);blue;Cyclist;WW1 Belgium;Bicycle;Default
JK375;Jitensha-ka 1900 (Bicycle x3);blue/white;Cyclist;WW1 Japan;Bicycle;Default
JK38;Assault Engineers 1918 (x3);olive;Engineer Infantry;WW1 USA;;Default
JK388;Piechota 1940 (Infantry x3) - in France;khaki;Regular Infantry;WW2 Poland PSZ (Polskie Sily Zbrojne na Zachodzie);;Default
JK389;Genie / Pontonniers 1936 (Bridging Infantry x3);olive;Bridging Infantry;WW2 France;;Default
JK390;Sapeurs 1936 (Assault Engineers x3);olive;Engineer Infantry;WW2 France;;Default
JK391;Infanterie 1940 (Infantry x3);khaki;Regular Infantry;WW2 France (Free French);;Default
JK392;Infanterie 1940 (Infantry x3) - desert;sand;Regular Infantry;WW2 France (Free French);;Default
JK393;Infanterie 1944 (Infantry x3);khaki/olive;Regular Infantry;WW2 France (Free French);;Default
JK394;Goumiers Marocains 1944 (2nd Line / Light Infantry x3);brown;Regular Infantry;WW2 France (Free French);;Default
JK395;Cyclistes (Bicycle x3);olive;Cyclist;WW2 France;Bicycle;Default
JK396;Troupes Coloniales (Light Infantry x3);sand;Regular Infantry;WW2 France;;Default
JK397;Chasseurs a Pied 1936 (Light Infantry x2);olive/blue;Light Infantry;WW2 France;;Default
JK399;Troupes Coloniales (Light Infantry x3) + Helmet;olive;Regular Infantry;WW2 France;;Default
JK401;Zouaves 1936 (2nd Line / Light Infantry x3);olive;Regular Infantry;WW2 France;;Default
JK402;Tirailleurs Marocains 1936 (2nd Line / Light Infantry x3);olive;Regular Infantry;WW2 France;;Default
JK403;Dragons Portes 1936 (Elite Infantry x3) + 7.5 mm MAC 24/29 LMG - desert;olive;Elite Infantry;WW2 France;;Default
JK404;Garde Mobile (Militia Infantry x3);olive;Militia Infantry;WW2 France;;Default
JK405;Infanterie (Infantry x3);olive;Regular Infantry;WW2 France (Vichy);;Default
JK407;Fusiliers Marins (Naval Infantry x3);olive;Naval Infantry;WW2 France;;Default
JK408;Milices (Militia Infantry x3);blue;Militia Infantry;WW2 France (Vichy);;Default
JK409;Gendarmerie 1936 (Militia Infantry x3);blue;Militia Infantry;WW2 France;;Default
JK410;Mulet (Mule Pack x1);;TPT Animal Pack;WW2 France;Mule;Juankar
JK411;Velomoteurs (Motorcycle x3);olive;Motorcyclist;WW2 France;Moto;Default
JK412;Cavalerie (Cavalry x3);olive;Cavalry;WW2 France;Horse;Default
JK416;Hussards 1870 (Light Cavalry x2);blue/red;Cavalry (hussar);1800 France;Horse;Default
JK417;Etat-Major (HQ Command Infantry x3) + Radio;olive;HQ Infantry;WW2 France;;Default
JK418;Regulares Marroquies (Infantry x3);khaki/sand;Regular Infantry;WW2 Spain Nationalist;;Default
JK419;Marines 1942 (Naval Infantry x3) + M1 Helmet;green;Naval Infantry;WW2 USA Marine (USMC);;Default
JK422;Assault Engineers 1942 (x3);green;Engineer Infantry;WW2 USA Marine (USMC);;Default
JK423;Infanteria Requete (Militia Infantry);olive/green;Militia Infantry;WW2 Spain Nationalist (Carlist);;Default
JK424;Infanteria Navarra (Infantry x3);olive/green;Regular Infantry;WW2 Spain Nationalist;;Default
JK43;Jalavagi 1917 (Infantry x3);olive;Regular Infantry;WW1 Estonia;;Obsolete
JK430;Troupes de Forteresse 1900 (Militia Infantry x3);blue;Militia Infantry;WW1 Belgium;;Default
JK431;Chasseurs a Cheval 1900 (Light Cavalry x2);blue;Cavalry (chevau-leger);WW1 Belgium;Horse;Default
JK432;Sapeurs-Mineurs 1914 (Bridging Engineers x3);blue;Bridging Engineer Infantry;WW1 France;;Obsolete
JK435;Infantry 1940 (x3);olive;Regular Infantry;WW2 Canada;;Default
JK436;Black Watch Scottish Highlanders (Mountain Infantry x3);khaki/olive;Mountain Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK437;Scottish Piper Band (HQ Command Infantry x3);khaki/olive;HQ Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK438;Scottish Highlanders 1940 (Mountain Infantry x3) + Hat;khaki/olive;Mountain Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK439;Scottish (Lowland) Infantry 1940 (x3);olive;Regular Infantry;WW2 Canada;;Default
JK440;Indian States Forces (ISF) Infantry (2nd Line / Light Infantry x3);khaki;Regular Infantry;WW2 India;;Default
JK441;Royal Gurkhas 1940 (Mountain Infantry x3);khaki;Mountain Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK443;2nd Line / Light Infantry 1916 (x3);;Regular Infantry;WW1 UK (United Kingdom / Great Britain);;Obsolete
JK444;Scottish Highlanders 1940 (Mountain Infantry x3) + Helmet;khaki/olive;Mountain Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK445;Assault Engineers 1940 (x3);khaki;Engineer Infantry;WW2 Australia;;Default
JK446;Assault Engineers 1940 (x3);khaki;Engineer Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK447;Assault Engineers 1940 (x3) + Turban;khaki;Engineer Infantry;WW2 India;;Default
JK448;Assault Engineers 1940 (x3);olive;Engineer Infantry;WW2 Canada;;Default
JK449;Bubing 1945 (Infantry x3) + Helmet;olive/khaki;Regular Infantry;WW2 China Nationalist;;Obsolete
JK450;Bubing 1945 (Infantry x3) + Hat;olive/khaki;Regular Infantry;WW2 China Nationalist;;Obsolete
JK451;Bubing 1920 (Infantry x3);olive/khaki;Regular Infantry;WW1 / WW2 China Nationalist;;Obsolete
JK454;Bridging Infantry (x3);khaki;Bridging Infantry;WW2 Australia;;Default
JK455;Bridging Infantry (x3);khaki;Bridging Infantry;WW2 India;;Default
JK456;Bridging Infantry 1940 (x3);khaki;Bridging Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK457;Bridging Infantry (x3);olive;Bridging Infantry;WW2 Canada;;Default
JK458;Infantry (x3);khaki;Regular Infantry;WW2 South Africa;;Default
JK461;Avtomatchiki (SMG Infantry x3) + PPSh-41 + Helmet;khaki;Regular Infantry;WW2 USSR (Soviet Union);;Default
JK466;Gvardeiskaya 1941 (Elite Infantry x3) + PPSh-41;khaki;Elite Infantry;WW2 USSR (Soviet Union);;Default
JK467;Infanterie 1936 (Infantry x3);khaki/brown;Regular Infantry;WW2 Belgium;;Default
JK468;Opel Blitz 2.5 Lastkraftwagen 1.5 t;grey;TPT (4 wheels);WW2 All Nations;Opel Blitz;Juankar
JK469;Opel Blitz 2.5 Lastkraftwagen 1.5 t (open);grey;TPT (4 wheels);WW2 All Nations;Opel Blitz;Juankar
JK470;Opel Blitz 2.5 Lastkraftwagen 1.5 t;sand;TPT (4 wheels);WW2 All Nations;Opel Blitz;Juankar
JK471;Opel Blitz 2.5 Lastkraftwagen 1.5 t (open);sand;TPT (4 wheels);WW2 All Nations;Opel Blitz;Juankar
JK472;Opel Blitz 2.5 Lastkraftwagen 1.5 t;green;TPT (4 wheels);WW2 All Nations;Opel Blitz;Juankar
JK473;Opel Blitz 2.5 Lastkraftwagen 1.5 t (open);green;TPT (4 wheels);WW2 All Nations;Opel Blitz;Juankar
JK474;Infanterie 1938 (Infantry x3);olive;Regular Infantry;WW2 Netherlands;;Obsolete
JK475;Infanterie 1942 (Infantry x3);khaki/brown;Regular Infantry;WW2 Romania;;Default
JK476;Grenadiers (Elite Infantry x3);;Elite Infantry;WW2 Netherlands;;Obsolete
JK477;Garda 1940 (Elite Infantry x3) + SMG;khaki/brown;Elite Infantry;WW2 Romania;;Default
JK478;Infantry 1940 (x3) + Hat;khaki;Regular Infantry;WW2 New Zealand;;Default
JK479;Infantry 1940 (x3) + Hat - desert;sand;Regular Infantry;WW2 New Zealand;;Default
JK48;Kavkazskiye Kazaki (Light Cavalry x2);olive;Cavalry (chevau-leger);WW1 Russia (Cossack);Horse;Obsolete
JK481;Bridging Infantry (x3);khaki;Bridging Infantry;WW2 New Zealand;;Default
JK482;Bridging Infantry (x3);khaki;Bridging Infantry;WW2 South Africa;;Default
JK483;0.303 (7.7 mm) Vickers (MG Infantry x2);khaki;MG Infantry;WW2 India;;Default
JK484;0.303 (7.7 mm) Vickers (MG Infantry x2);khaki;MG Infantry;WW2 South Africa;;Default
JK486;0.303 (7.7 mm) Vickers (MG Infantry x2);khaki;MG Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK487;0.303 (7.7 mm) Vickers (MG Infantry x2);olive;MG Infantry;WW2 Canada;;Default
JK488;0.303 (7.7 mm) Vickers (MG Infantry x2);khaki;MG Infantry;WW2 Australia;;Default
JK489;HQ Command Infantry (x3) + Radio;khaki;HQ Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK49;Gornostrelkovy (Mountain Infantry x3);olive;Mountain Infantry;WW1 Russia (Empire);;Obsolete
JK490;HQ Command Infantry (x3) + Radio;khaki;HQ Infantry;WW2 New Zealand;;Default
JK491;HQ Command Infantry (x3) + Radio;khaki;HQ Infantry;WW2 South Africa;;Default
JK492;HQ Command Infantry (x3) + Radio;olive;HQ Infantry;WW2 Canada;;Default
JK493;HQ Command Infantry (x3) + Radio;khaki;HQ Infantry;WW2 Australia;;Default
JK494;HQ Command Infantry (x3) + Radio;khaki;HQ Infantry;WW2 India;;Default
JK495;Auxiliary Force India (AFI) Infantry (2nd Line / Light Infantry x3);khaki;Regular Infantry;WW2 India;;Default
JK496;Infantry 1940 (x3) + Turban and Helmet;khaki;Regular Infantry;WW2 India;;Default
JK497;King's African Rifles 1940 (2nd Line / Light Infantry x3) + Hat;khaki;Regular Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK498;Assault Engineers 1940 (x3) + Turban and Helmet;khaki;Engineer Infantry;WW2 India;;Default
JK499;Indian States Forces Cavalry (x3);khaki;Cavalry;WW2 India;Horse;Default
JK500;Imperial Camel Troops (x2);;Camelry;WW1 Australia / New Zealand (ANZAC);Camel;Juankar
JK501;Entrenched Infantry (x3);khaki;Entrenched Infantry;WW2 India;;Default
JK502;Entrenched Infantry (x3);olive;Entrenched Infantry;WW2 Canada;;Default
JK504;Infanterie Retanchee (Entrenched Infantry x3);olive;Entrenched Infantry;WW2 France;;Default
JK505;Fanteria Trinceata 1917 (Entrenched Infantry x3);olive;Entrenched Infantry;WW1 Italy;;Default
JK506;Fanteria Trinceata (Entrenched Infantry x3);olive;Entrenched Infantry;WW2 Italy;;Default
JK507;Home Guard (Militia Infantry x3);khaki;Militia Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK508;Militia Infantry (x3);khaki;Militia Infantry;WW2 Australia;;Default
JK509;Militia Infantry (x3);khaki;Militia Infantry;WW2 New Zealand;;Default
JK51;Gornostrelkovy (Mountain Infantry x3);winter (coat);Mountain Infantry;WW1 Russia (Empire);;Default
JK511;Royal Fusiliers 1916 (Infantry x3);;Regular Infantry;WW1 UK (United Kingdom / Great Britain);;Obsolete
JK512;Raiders (Infantry x3);;Regular Infantry;WW1 Australia / New Zealand (ANZAC);;Obsolete
JK514;Infantry 1914 (x3) - colonial dress;;Regular Infantry;WW1 UK (United Kingdom / Great Britain);;Obsolete
JK515;2nd Line / Light Infantry 1914 (x3) - colonial dress;;Regular Infantry;WW1 UK (United Kingdom / Great Britain);;Obsolete
JK517;2nd Line / Light Infantry (x3) - colonial dress;;Regular Infantry;WW1 South Africa;;Obsolete
JK519;ML 4.2 inch (107 mm) Mortar + Crew (x2);olive;Mortar Infantry;WW2 Canada;;Default
JK52;Sibirskie Strelki 1914 (Infantry x3);winter (coat);Regular Infantry;WW1 Russia (Empire);;Obsolete
JK520;ML 3 inch (81 mm) Mortar + Crew (x2);olive;Mortar Infantry;WW2 Canada;;Default
JK521;ML 4.2 inch (107 mm) Mortar + Crew (x2);khaki;Mortar Infantry;WW2 India;;Default
JK522;ML 3 inch (81 mm) Mortar + Crew (x2);khaki;Mortar Infantry;WW2 India;;Default
JK523;Imperial Camel Troops (x2);;Camelry;WW1 UK (United Kingdom / Great Britain);Camel;Juankar
JK528;0.303 (7.7 mm) Vickers (MG Infantry x2) - desert;sand;MG Infantry;WW2 India;;Default
JK529;Infantry 1944 (x3);khaki;Regular Infantry;WW2 UK (United Kingdom / Great Britain);;Default
JK53;Grenadery (Elite Infantry x3);winter (coat);Elite Infantry;WW1 Russia (Empire);;Default
JK530;Pesadija (Infantry x3);brown/grey;Regular Infantry;WW1 Serbia;;Default
JK531;Pesadija (Infantry x3) + Helmet;brown/grey;Regular Infantry;WW1 Serbia;;Default
JK532;Pesadija 1912 (2nd Line Infantry x3);blue/brown/grey;Regular Infantry;WW1 Serbia;;Default
JK533;Mostovna Inzenjerija (Bridging Infantry x3);brown/grey;Bridging Infantry;WW1 Serbia;;Default
JK534;Inzenjerija 1912 (Assault Engineers x3);brown/grey;Engineer Infantry;WW1 Serbia;;Default
JK535;Inzenjerija 1916 (Assault Engineers x3);brown/grey;Engineer Infantry;WW1 Serbia;;Default
JK536;Pesadija 1916 (2nd Line Infantry x3) + Helmet;brown/grey;Regular Infantry;WW1 Serbia;;Default
JK537;Granicari (3rd Line / Light Infantry x3);blue/brown/grey;Regular Infantry;WW1 Serbia;;Default
JK538;Konjica 1912 (Cavalry x3);blue/red;Cavalry;WW1 Serbia;Horse;Default
JK539;Zandarmerija (Militia Infantry x3);blue;Militia Infantry;WW1 Serbia;;Default
JK540;Laka Pesadija (Light Infantry x2);brown/grey;Light Infantry;WW1 Serbia;;Default
JK541;Cetnici (Mountain Militia Infantry x3);blue/grey;Mountain Militia Infantry;WW1 Serbia;;Default
JK542;Brdska Pesadija (Mountain Infantry x3);brown/grey;Mountain Infantry;WW1 Serbia;;Default
JK543;Poslednja Odbrana (Militia Infantry x3);brown/white;Militia Infantry;WW1 Serbia;;Default
JK544;HQ Command Infantry (x3) + Radio;blue/grey;HQ Infantry;WW2 Yugoslavia (Royal);;Obsolete
JK545;Konjica 1916 (Cavalry x3) + Helmet;brown/grey;Cavalry;WW1 Serbia;Horse;Default
JK546;Mazge (Mule Pack x1);;TPT Animal Pack;WW1 / WW2 Yugoslavia / Serbia;Mule;Juankar
JK547;Bicikl Izvidjaci (Bicycle x3);brown/grey;Cyclist;WW1 Serbia;Bicycle;Default
JK548;Bicikl Izvidjaci (Bicycle x1);brown/grey;Cyclist (scout);WW1 Serbia;Bicycle;Default
JK549;Konjica 1916 (Cavalry x3);brown/grey;Cavalry;WW1 Serbia;Horse;Default
JK55;Bersaglieri 1911 (Light Infantry x2);olive;Light Infantry;WW1 Italy;;Default
JK550;Kraljeva Garda (Horse Transport / Light Cavalry x2);brown/grey;Cavalry (chevau-leger);WW1 Serbia;Horse;Default
JK551;8 mm Hotchkiss modele 1914 (MG Infantry x2);brown/grey;MG Infantry;WW1 Serbia;;Default
JK552;0.303 inch (7.7 mm) Maxim (MG Infantry x2);brown/grey;MG Infantry;WW1 Serbia;;Default
JK553;81 mm Mortar + Crew (x2);;Mortar Infantry;WW1 / WW2 Yugoslavia / Serbia;;Obsolete
JK554;120 mm Mortar + Crew (x2);;Mortar Infantry;WW1 / WW2 Yugoslavia / Serbia;;Obsolete
JK555;75 mm Konjica Artiljerija (Horse Artillery);brown/grey;Towed Arty (horse);WW1 Serbia;Horse;Default
JK556;Piechota 1941 (Infantry x3);khaki;Regular Infantry;WW2 Poland PSZ (Polskie Sily Zbrojne na Zachodzie);;Default
JK557;Piechota 1944 (Infantry x3);khaki;Regular Infantry;WW2 Poland PSZ (Polskie Sily Zbrojne na Zachodzie);;Default
JK558;Bridging Infantry "Seabees" (x3);blue;Bridging Infantry;WW2 USA Navy;;Default
JK559;Marine AT Infantry 1943 (x3) + M1A1 Bazooka;green/camo;Naval AT Infantry;WW2 USA Marine (USMC);;Default
JK56;Alpini 1911 (Mountain Infantry x3);olive;Mountain Infantry;WW1 Italy;;Default
JK560;Pesadijski Sanac (Entrenched Infantry x3);brown/grey;Entrenched Infantry;WW1 Serbia;;Default
JK561;Mikoyan-Gurevich MiG-15 (Fagot) (mod. JKB37);silver/light grey;Fighter (jet);Cold War All Nations;MiG-15;Default
JK562;North American F-86 Sabre;silver/light grey;Fighter (jet);Cold War All Nations;F-86;Default
JK563;BRDM-2;green;Armored Car (amphibious);Cold War All Nations;BRDM;Default
JK564;BRDM-2 (mod. JK564);brown;Armored Car (amphibious);Cold War All Nations;BRDM;Default
JK565;BRDM-2 (mod. JK564);sand;Armored Car (amphibious);Cold War All Nations;BRDM;Default
JK566;M113;green;APC (track);Cold War All Nations;M113;Default
JK567;M113 (mod. JK566);brown;APC (track);Cold War All Nations;M113;Default
JK568;M113 (mod. JK566);sand;APC (track);Cold War All Nations;M113;Default
JK569;M48A2 Patton;green;Tank;Cold War All Nations;Patton;Default
JK57;Berliet CBA (open);sand;TPT (4 wheels);WW1 All Nations;;Juankar
JK570;M48A2 Patton (mod. JK569);brown;Tank;Cold War All Nations;Patton;Default
JK571;M48A2 Patton (mod. JK569);sand;Tank;Cold War All Nations;Patton;Default
JK572;T-54 / T-55;green;Tank;Cold War All Nations;T-54/55;Default
JK573;T-54 / T-55;brown;Tank;Cold War All Nations;T-54/55;Default
JK574;T-54 / T-55;sand;Tank;Cold War All Nations;T-54/55;Default
JK575;BTR-152;green;APC / TPT (6 wheels);Cold War All Nations;ZIS-151;Default
JK576;BTR-152 (mod. JK575);brown;APC / TPT (6 wheels);Cold War All Nations;ZIS-151;Default
JK577;BTR-152 (mod. JK575);sand;APC / TPT (6 wheels);Cold War All Nations;ZIS-151;Default
JK578;T-62;green;Tank;Cold War All Nations;T-62;Default
JK579;T-62 (mod. JK578);brown;Tank;Cold War All Nations;T-62;Default
JK58;Fiat-SPA TM40 Tractor (open);green;TPT (4 wheels);WW2 All Nations;TM40;Pat
JK580;T-62 (mod. JK578);sand;Tank;Cold War All Nations;T-62;Default
JK581;Strelkovy 1950 (Infantry x3);brown;Regular Infantry;Cold War USSR (Soviet Union);;Default
